400,31.2835145352871,528593452111579,1401.37360754501,0.0263619367037294
430,34.0692102155169,479112152750946,1403.26578758646,0.0316316925136744
460,36.884737888474,437277661462108,1404.91139420034,0.0374781343174095
490,39.72816880631,401505823046181,1406.35582514331,0.0439186489036008
520,42.5978096930681,370613870390771,1407.63397349412,0.0509698491467432
550,45.4921620193687,343702268351052,1408.77309925698,0.0586476503043112
580,48.409890167454,320075669254827,1409.79480813689,0.0669673350252003
610,51.3497961841922,299188743605643,1410.71644527171,0.0759436092436156
640,54.3107995003805,280608256418514,1411.5520961794,0.0855906506259823
670,57.2919204515148,263986006094170,1412.31331823334,0.0959221508684926
700,60.2922667485451,249039181033143,1413.00968364711,0.106951352868155
730,63.3110222663144,235535878535291,1413.64918828926,0.118691083583057
760,66.347437673416,223284278461010,1414.23856346963,0.13115378323928
790,69.4008225400724,212124445021962,1414.78351653772,0.144351531419396
820,72.4705386434711,201922045552523,1415.28891855865,0.158296070471673
850,75.5559942515995,192563485917222,1415.75895216623,0.172998826603386
880,78.6566392129909,183952105455972,1416.19722911426,0.18847092896111
910,81.7719607150979,176005173224471,1416.6068845318,0.204723226952334
940,84.9014796011594,168651496488010,1416.99065309643,0.221766306023122
970,88.044747156512,161829501512383,1417.35093104724,0.239610502074365
1000,91.2013422918192,155485681941857,1417.68982701653,0.258265914672571
1030,94.3708690637335,149573335653370,1418.00920396385,0.27774241918906
1060,97.5529544839069,144051529767475,1418.31071397806,0.298049677983179
1090,100.747246575587,138884247428530,1418.59582732386,0.319197150729693
1120,103.95341264377,134039680392649,1418.86585681352,0.341194103977541
1150,107.171137730338,129489639332885,1419.12197835898,0.364049620016193
1180,110.400123230089,125209059762379,1419.36524838486,0.387772605116463
1210,113.640085647235,121175586072342,1419.59661864825,0.412371797204652
1240,116.890755474962,117369219733423,1419.81694890482,0.437855773022026
1270,120.151876183212,113772020472969,1420.02701777802,0.464232954815716
1300,123.423203301901,110367851405568,1420.22753212186,0.491511616602033
1330,126.704503588587,107142160800769,1420.41913511556,0.519699890038687
1360,129.995554271076,104081794524871,1420.60241328604,0.54880576993859
1390,133.296142356713,101174834272609,1420.77790262033,0.578837119454521
1420,136.606064001173,98410457569470.4,1420.94609390282,0.609801674960906
1450,139.925123930477,95778816222377.4,1421.10743738957,0.641707050656452
1480,143.253134910736,93270930460830.9,1421.26234691382,0.674560742908977
1510,146.589917260782,90878596469769.7,1421.41120350205,0.708370134361739
1540,149.935298403476,88594305390584.3,1421.55435856714,0.743142497819177
1570,153.289112451848,86411172174778.6,1421.69213673547,0.778884999927061
1600,156.65119982684,84322872928355.5,1421.82483835586,0.81560470466273
